categories,time_series_description,development,value_ranges,file_name,time_series_time_series_description,value_development,percentage_change,notes,TimeSeriesDescription,Development,percentageChange,value_ranges_explanation,percentage_ranges,note,timeSeriesDescription,valueDevelopment,percentageRanges,ValueDevelopment,additional_notes,percentage_change_time_series_description,development_time_series_description,details,value_ranges_details
"['Trend', 'Volatility', 'Seasonality', 'Cycles', 'Autocorrelation', 'Stationarity', 'Outliers', 'Noise', 'Patterns', 'Predictability']","{'Trend': 'Downward', 'Volatility': 'Low', 'Seasonality': 'None', 'Cycles': 'None', 'Autocorrelation': 'High', 'Stationarity': 'No', 'Outliers': 'Few', 'Noise': 'Low', 'Patterns': 'Stable', 'Predictability': 'High'}","The time series shows a clear downward trend, starting around 13.71 and gradually decreasing to approximately 9.70 over the period.  The values remain relatively stable with low volatility and no apparent seasonal or cyclical patterns. There's a high degree of autocorrelation, meaning values are highly correlated with previous values.  The non-stationarity arises primarily from the trend.","{'min': '9.70%', 'max': '13.71%'}",ASIN_B07FJZDS4Z.csv,,,,,,,,,,,,,,,,,,,
,"{'Trend': 'Increasing', 'Seasonality': 'Weak', 'Volatility': 'Moderate', 'Growth': 'Positive', 'Pattern': 'Irregular', 'Stability': 'Low', 'Cycles': 'Absent', 'Fluctuation': 'Occasional', 'Progression': 'Gradual', 'Direction': 'Upward'}","The time series shows a general upward trend with occasional fluctuations and periods of relative stability.  There's no clear seasonal pattern.  Initially, the price remains constant for an extended period, before gradually increasing over time, with some short-term volatility.","{'minimum': '0-10%', 'maximum': '90-100%'}",ASIN_B074VFV9LL.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Volatility', 'Seasonality', 'Cycles', 'Autocorrelation', 'Stationarity', 'Structure', 'Predictability', 'Smoothness', 'Extrapolation']","{'Trend': 'Downward', 'Volatility': 'Low', 'Seasonality': 'None', 'Cycles': 'None', 'Autocorrelation': 'High', 'Stationarity': 'No', 'Structure': 'Simple', 'Predictability': 'High', 'Smoothness': 'High', 'Extrapolation': 'Linear'}","The time series shows a slight downward trend with minimal fluctuation.  The values remain relatively constant for extended periods, then shift slightly downwards.","{'min': '97%', 'max': '100%'}",4549526202551.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Volatility', 'Seasonality', 'Cycles', 'Autocorrelation', 'Stationarity', 'Growth', 'Noise', 'Stability', 'Predictability']","{'Trend': 'Downward', 'Volatility': 'Low', 'Seasonality': 'None', 'Cycles': 'None', 'Autocorrelation': 'High', 'Stationarity': 'No', 'Growth': 'Negative', 'Noise': 'Low', 'Stability': 'Low', 'Predictability': 'High'}","The time series shows a general downward trend, starting at approximately 171.71 and ending around 119.00.  There's a period of relative stability before a sharp drop at the end.  The values remain relatively constant for extended periods, suggesting low volatility. ","{'min': '70-80%', 'max': '100%'}",6971724426787.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Seasonality', 'Volatility', 'Stability', 'Growth', 'Cyclicity', 'Pattern', 'Prediction', 'Noise', 'Smoothness']","{'Trend': 'Upward', 'Seasonality': 'None', 'Volatility': 'Low', 'Stability': 'High', 'Growth': 'Slow', 'Cyclicity': 'Absent', 'Pattern': 'Linear', 'Prediction': 'Easy', 'Noise': 'Minimal', 'Smoothness': 'High'}","The time series shows a slow, generally upward trend.  There is minimal fluctuation and no apparent seasonal or cyclical patterns. The values are relatively stable and smoothly increase over time.","{'minimum': '0%', 'maximum': '20%'}",ASIN_B001EN21BS.csv,,,,The percentage ranges are relative to the initial price of 49.55. The final price shows roughly a 29% increase.  The percentage range provided reflects the limited price variation throughout the entire time series.,,,,,,,,,,,,,,,
"['Trend', 'Volatility', 'Seasonality', 'Cycles', 'Autocorrelation', 'Stationarity', 'Pattern', 'Predictability', 'Noise', 'Outliers']","{'Trend': 'Downward', 'Volatility': 'Low', 'Seasonality': 'None', 'Cycles': 'None', 'Autocorrelation': 'High', 'Stationarity': 'No', 'Pattern': 'Flat', 'Predictability': 'High', 'Noise': 'Low', 'Outliers': 'None'}","The time series shows a slight downward trend, starting at approximately 45.56 and gradually decreasing to around 44.61 over the observation period.  The values remain relatively constant for extended periods, exhibiting minimal volatility.","{'minimum': '44.61%', 'maximum': '45.56%'}",ASIN_B00E0G5NVG.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Seasonality', 'Volatility', 'Growth', 'Cycles', 'Autocorrelation', 'Stationarity', 'Prediction', 'Outliers', 'Noise']","{'Trend': 'None', 'Seasonality': 'None', 'Volatility': 'None', 'Growth': 'None', 'Cycles': 'None', 'Autocorrelation': 'None', 'Stationarity': 'None', 'Prediction': 'Impossible', 'Outliers': 'None', 'Noise': 'None'}","The time series is empty; therefore, no development can be described.","{'min': 'N/A', 'max': 'N/A', 'range': 'N/A'}",ASIN_B08PFZTBR1.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Volatility', 'Seasonality', 'Cycles', 'Growth', 'Stability', 'Pattern', 'Prediction', 'Noise', 'Autocorrelation']","{'Trend': 'Downward', 'Volatility': 'Low', 'Seasonality': 'None', 'Cycles': 'None', 'Growth': 'Negative', 'Stability': 'High', 'Pattern': 'Flat', 'Prediction': 'Easy', 'Noise': 'Minimal', 'Autocorrelation': 'High'}",The time series shows a gradual downward trend over the period.  There is very little fluctuation in values. It remains relatively stable with minimal variance.,"{'minimum': '108.11% (representing approximately 108.11 relative to the highest observed value)', 'maximum': '120.89% (representing approximately 120.89 relative to the highest observed value)'}",ASIN_B07ZCJVFDJ.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Seasonality', 'Volatility', 'Growth', 'Stability', 'Pattern', 'Cycles', 'Outliers', 'Prediction', 'Accuracy']","['Upward', 'None', 'Low', 'Moderate', 'High', 'Linear', 'None', 'None', 'Easy', 'High']","The time series shows a gradual, relatively steady upward trend in price over the period. There is minimal fluctuation and no noticeable seasonality or cyclical patterns. The growth is consistent but moderate. The values are fairly stable.","{'start': '0-60%', 'end': '60-100%'}",4250435707067.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Volatility', 'Seasonality', 'Cycles', 'Growth', 'Stability', 'Outliers', 'Autocorrelation', 'Stationarity', 'Predictability']","{'Trend': 'Upward', 'Volatility': 'Low', 'Seasonality': 'None', 'Cycles': 'None', 'Growth': 'Slow', 'Stability': 'High', 'Outliers': 'None', 'Autocorrelation': 'High', 'Stationarity': 'No', 'Predictability': 'High'}",The time series shows a very gradual upward trend.  The price starts at approximately 0.36 and slowly increases to 0.44 over the period. The changes are minimal and consistent over time.,"{'min': '36%', 'max': '44%'}",ASIN_B06Y2YWZJZ.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Volatility', 'Seasonality', 'Cycles', 'Autocorrelation', 'Stationarity', 'Predictability', 'Growth', 'Stability', 'Smoothness']","{'Trend': 'Downward', 'Volatility': 'Low', 'Seasonality': 'None', 'Cycles': 'None', 'Autocorrelation': 'High', 'Stationarity': 'No', 'Predictability': 'High', 'Growth': 'Negative', 'Stability': 'Low', 'Smoothness': 'High'}",,"{'minimum': '44%', 'maximum': '100%'}",ASIN_B0968M6446.csv,,"The time series shows a clear downward trend, starting at approximately 1425 and decreasing to around 630.  There is very little variation in values over most of the time period, indicating low volatility. The values are fairly constant over long periods.",,,,,,,,,,,,,,,,,
"['Trend', 'Seasonality', 'Volatility', 'Growth', 'Stability', 'Pattern', 'Cycles', 'Direction', 'Noise', 'Outliers']","{'Trend': 'Upward', 'Seasonality': 'Weak', 'Volatility': 'Low', 'Growth': 'Slow', 'Stability': 'High', 'Pattern': 'Linear', 'Cycles': 'Absent', 'Direction': 'Positive', 'Noise': 'Minimal', 'Outliers': 'Present'}","The time series shows a generally upward trend with a slow and relatively steady growth. There's minimal volatility and a lack of clear seasonality or cyclical patterns.  The final value is notably lower than the preceding values, representing a potential outlier.","{'minimum': '0-10%', 'maximum': '90-100%'}",ASIN_B09BNZ6VV4.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Volatility', 'Seasonality', 'Cycles', 'Autocorrelation', 'Stationarity', 'Growth', 'Stability', 'Patterns', 'Predictability']","{'Trend': 'Upward', 'Volatility': 'Moderate', 'Seasonality': 'Weak', 'Cycles': 'None', 'Autocorrelation': 'High', 'Stationarity': 'No', 'Growth': 'Slow', 'Stability': 'Low', 'Patterns': 'Plateaus', 'Predictability': 'Moderate'}","The time series shows an overall upward trend with periods of relative stability (plateaus) where the price remains constant for extended durations.  Initial price increases are substantial, followed by slower, less dramatic growth. Volatility is moderate with some periods of higher price fluctuation interspersed with lengthy periods of stability.","{'min': '60%-70%', 'max': '30%-40%'}",ASIN_B07GYX8YQC.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Volatility', 'Seasonality', 'Stability', 'Growth', 'Cycles', 'Pattern', 'Noise', 'Predictability', 'Extremes']","{'Trend': 'Downward', 'Volatility': 'Low', 'Seasonality': 'None', 'Stability': 'High', 'Growth': 'Negative', 'Cycles': 'None', 'Pattern': 'Flat', 'Noise': 'Minimal', 'Predictability': 'High', 'Extremes': 'Slight'}",The time series shows a predominantly downward trend with minimal fluctuations.  The values remain relatively stable over the entire period.  There is no discernible seasonality or cyclical pattern.,"{'minimum': '90-95%', 'maximum': '5-10%'}",ASIN_B07RD7NWNW.csv,,,,,,,,,,,,,,,,,,,
,"{'Trend': 'Downward', 'Seasonality': 'Weak', 'Volatility': 'Low', 'Stability': 'Relatively', 'Pattern': 'Plateau', 'Cycles': 'None', 'Growth': 'Negative', 'Fluctuation': 'Minor', 'Prediction': 'Difficult', 'Outliers': 'Few'}","The time series shows a general downward trend, starting around 28.49 and eventually reaching values close to 22.76.  There are periods of relative stability where the price remains constant for extended periods, interspersed with occasional small upward or downward movements. The overall change is gradual.","{'minimum': '85%', 'maximum': '100%'}",ASIN_B000OS72Y0.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Volatility', 'Seasonality', 'Cycles', 'Growth', 'Stability', 'Pattern', 'Direction', 'Persistence', 'Autocorrelation']","['Upward', 'Low', 'None', 'None', 'Positive', 'High', 'Linear', 'Positive', 'High', 'High']","The time series shows a relatively steady, upward trend.  The price starts at approximately 20.67 and increases gradually over the time period to roughly 27.78, with minimal short-term fluctuations. There is no evidence of significant seasonality or cyclical patterns. The series exhibits high persistence, meaning that values tend to remain close to each other over time.","{'price': {'min': 20.67, 'max': 27.78, 'range_percentage': {'min': 100, 'max': 134.2}}}",3165140968133.csv,,,,,,,,,,,,,,,,,,,
,"{'Trend': 'None', 'Seasonality': 'None', 'Cycles': 'None', 'Volatility': 'None', 'Autocorrelation': 'None', 'Stationarity': 'None', 'Noise': 'None', 'Outliers': 'None', 'Structure': 'Empty', 'Predictability': 'None'}","The time series is empty, therefore there is no development in values to describe.","{'minimum': '0%', 'maximum': '0%', 'average': '0%', 'standard_deviation': '0%'}",5035048478158.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Seasonality', 'Volatility', 'Stability', 'Growth', 'Cycles', 'Autocorrelation', 'Stationarity', 'Predictability', 'Noise']","{'Trend': 'Upward', 'Seasonality': 'Weak', 'Volatility': 'Low', 'Stability': 'High', 'Growth': 'Slow', 'Cycles': 'Absent', 'Autocorrelation': 'High', 'Stationarity': 'No', 'Predictability': 'High', 'Noise': 'Low'}","The time series shows a slow, upward trend with periods of relative stability.  There is very little fluctuation or seasonality. Towards the end, there is a slight drop in values.","{'minimum': '0%', 'maximum': '100%', 'range': '24.13 to 31.14, with a significant portion concentrated around 24.13 for a prolonged period.'}",ASIN_B00VB2ISDM.csv,,,,,,,,,,,,,,,,,,,
,"{'Trend': 'Downward', 'Volatility': 'Moderate', 'Seasonality': 'None', 'Cycles': 'None', 'Autocorrelation': 'High', 'Stationarity': 'No', 'Patterns': 'Plateau', 'Extremes': 'Present', 'Growth': 'Negative', 'Stability': 'Low'}","The time series shows an overall downward trend, starting at 255.00 and decreasing to approximately 127.67. There are periods of relative stability where the price remains constant for extended times, followed by drops. The volatility is moderate, with fluctuations around the general downward trend. There's no clear evidence of seasonality or cyclical patterns.","{'minimum': '49-51%', 'maximum': '99-100%'}",ASIN_B003J5JB12.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Volatility', 'Seasonality', 'Cycles', 'Autocorrelation', 'Stationarity', 'Predictability', 'Noise', 'Outliers', 'Smoothness']","{'Trend': 'Downward', 'Volatility': 'Low', 'Seasonality': 'None', 'Cycles': 'None', 'Autocorrelation': 'High', 'Stationarity': 'No', 'Predictability': 'High', 'Noise': 'Low', 'Outliers': 'None', 'Smoothness': 'High'}","The time series shows a consistent downward trend.  The price starts around 450 and gradually decreases to approximately 327 over the period. There is very little fluctuation or volatility. The series appears highly autocorrelated, with values remaining relatively constant over extended periods.  This makes it highly predictable in the short term.","{'minimum': '73%', 'maximum': '100%'}",0194252593622.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Volatility', 'Seasonality', 'Cycles', 'Autocorrelation', 'Stationarity', 'Growth', 'Stability', 'Predictability', 'Outliers']","['Upward', 'Low', 'None', 'None', 'High', 'No', 'Positive', 'High', 'High', 'None']",The time series shows a gradual upward trend with minimal fluctuations.  The values remain relatively stable over the entire period.,"{'minimum': '0%', 'maximum': '34%'}",ASIN_B07Q3RMRGV.csv,,,,The percentage ranges are calculated relative to the minimum value of 8.81.  The maximum value of 11.82 represents approximately a 34% increase compared to the minimum.,,,,,,,,,,,,,,,
"['Trend', 'Seasonality', 'Volatility', 'Cycles', 'Autocorrelation', 'Stationarity', 'Predictability', 'Outliers', 'Noise', 'Growth']","{'Trend': 'None', 'Seasonality': 'None', 'Volatility': 'None', 'Cycles': 'None', 'Autocorrelation': 'None', 'Stationarity': 'None', 'Predictability': 'None', 'Outliers': 'None', 'Noise': 'None', 'Growth': 'None'}","The time series is empty; therefore, no development can be described.","{'minimum': 'N/A', 'maximum': 'N/A', 'range': 'N/A'}",7613329068588.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Seasonality', 'Volatility', 'Stability', 'Pattern', 'Cycles', 'Growth', 'Direction', 'Outliers', 'Autocorrelation']","['Downward', 'None', 'Low', 'High', 'Flat', 'None', 'Negative', 'Negative', 'None', 'High']","The time series shows a generally downward trend, starting at approximately 9.36 and ending around 8.46.  There is minimal fluctuation, suggesting high stability and low volatility. There is no discernible seasonality or cyclical patterns.","{'minimum': '8.46%', 'maximum': '9.36%'}",ASIN_B01DT3937A.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Seasonality', 'Volatility', 'Stability', 'Growth', 'Cycles', 'Noise', 'Pattern', 'Prediction', 'Accuracy']","{'Trend': 'Upward', 'Seasonality': 'Weak', 'Volatility': 'Low', 'Stability': 'High', 'Growth': 'Slow', 'Cycles': 'Absent', 'Noise': 'Minimal', 'Pattern': 'Linear', 'Prediction': 'Easy', 'Accuracy': 'High'}","The time series shows a gradual, almost linear upward trend.  There's little to no observable seasonality or cyclical patterns. Volatility is low, indicating relative price stability over the period.  The overall growth is slow and consistent.","{'min': '94%', 'max': '104%'}",ASIN_B00YXHGZ50.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Volatility', 'Seasonality', 'Cycles', 'Autocorrelation', 'Stationarity', 'Growth', 'Stability', 'Predictability', 'Outliers']","{'Trend': 'Upward', 'Volatility': 'Low', 'Seasonality': 'None', 'Cycles': 'None', 'Autocorrelation': 'High', 'Stationarity': 'No', 'Growth': 'Slow', 'Stability': 'High', 'Predictability': 'High', 'Outliers': 'Few'}","The time series shows a slow, upward trend with relatively low volatility.  The values remain relatively stable over long periods with few significant outliers.  There is a high degree of autocorrelation, suggesting that past values are highly predictive of future values. While there's no obvious seasonality or cyclical patterns present. The overall growth is gradual and consistent.","{'minimum': '18.21%', 'maximum': '22.77%', 'range': '4.56%'}",ASIN_B08WLQH156.csv,,,,,,,,,,,,,,,,,,,
,"{'Trend': 'None', 'Seasonality': 'None', 'Volatility': 'None', 'Autocorrelation': 'None', 'Stationarity': 'None', 'Cycles': 'None', 'Patterns': 'None', 'Outliers': 'None', 'Noise': 'None', 'Predictability': 'None'}","The time series is empty; therefore, no development can be described.","{'minimum': 'N/A', 'maximum': 'N/A', 'range': 'N/A'}",ASIN_B07HP8L2RK.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Seasonality', 'Volatility', 'Growth', 'Stability', 'Cycles', 'Pattern', 'Noise', 'Outliers', 'Prediction']","{'Trend': 'Upward', 'Seasonality': 'Weak', 'Volatility': 'Low', 'Growth': 'Slow', 'Stability': 'High', 'Cycles': 'None', 'Pattern': 'Steady', 'Noise': 'Minimal', 'Outliers': 'Few', 'Prediction': 'Stable'}","The time series shows a slow, generally upward trend with periods of relative stability. There's minimal seasonality or cyclical patterns.  The price remains within a relatively narrow range with occasional small fluctuations.","{'minimum': '8.95 (0% -  representing the lowest observed price)', 'maximum': '11.89 (100% - representing the highest observed price)', 'range': '8.95 to 11.89 (approximately a 33% range between min and max)'}",ASIN_B0162XA64I.csv,,,,,,,,,,,,,,,,,,,
